Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_log,EU_Sales_log,JP_Sales_log,Other_Sales_log,Global_Sales_log
3587,Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,0.35767444427181594,0.10436001532424277,0.0,0.019802627296179712,0.44468582126144574
3588,NASCAR Rumble,PS,2000.0,Racing,Electronic Arts,0.31,0.21,0.0,0.04,0.56,0.27002713721306015,0.19062035960864973,0.0,0.039220713153281295,0.44468582126144574
3589,Tony Hawk: Shred,Wii,2010.0,Sports,Activision,0.41,0.11,0.0,0.04,0.56,0.3435897043900769,0.10436001532424277,0.0,0.039220713153281295,0.44468582126144574
3590,Tony Hawk's Proving Ground,X360,2007.0,Sports,Activision,0.49,0.02,0.0,0.04,0.56,0.3987761199573678,0.019802627296179712,0.0,0.039220713153281295,0.44468582126144574
3591,WWE Raw 2,XB,2003.0,Fighting,THQ,0.43,0.11,0.0,0.02,0.56,0.35767444427181594,0.10436001532424277,0.0,0.019802627296179712,0.44468582126144574
3592,Resident Evil 2,N64,1999.0,Action,Virgin Interactive,0.39,0.09,0.07,0.01,0.56,0.3293037471426004,0.08617769624105233,0.06765864847381481,0.009950330853168083,0.44468582126144574
3593,Mega Man X2,SNES,1993.0,Platform,Laguna,0.09,0.02,0.1,0.0,0.56,0.08617769624105233,0.019802627296179712,0.09531017980432487,0.0,0.44468582126144574
3594,Manhunt 2,PS2,2007.0,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.44468582126144574
3595,Xenoblade Chronicles,3DS,2015.0,Role-Playing,Nintendo,0.26,0.14,0.1,0.04,0.56,0.23111172096338664,0.13102826240640408,0.09531017980432487,0.039220713153281295,0.44468582126144574
3596,Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,Square Enix,0.15,0.12,0.1,0.04,0.56,0.1397619423751587,0.11332868530700317,0.09531017980432487,0.039220713153281295,0.44468582126144574
3597,Monster High: Ghoul Spirit,Wii,2011.0,Misc,THQ,0.44,0.08,0.0,0.04,0.56,0.3646431135879093,0.07696104113612832,0.0,0.039220713153281295,0.44468582126144574
3598,Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,Square Enix,0.13,0.09,0.1,0.06,0.56,0.12221763272424921,0.08617769624105233,0.09531017980432487,0.05826890812397577,0.44468582126144574
3599,Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.34,0.15,0.01,0.05,0.56,0.29266961396282,0.1397619423751587,0.009950330853168083,0.048790164169432,0.44468582126144574
3600,Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,0.15,0.275,0.0,0.07,0.56,0.1397619423751587,0.24294617861038947,0.0,0.06765864847381481,0.44468582126144574
3601,Hamtaro: Ham-Hams Unite!,GB,2001.0,Role-Playing,Nintendo,0.0,0.0,0.1,0.0,0.56,0.0,0.0,0.09531017980432487,0.0,0.44468582126144574
3602,Batman Begins,PS2,2005.0,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.44468582126144574
3603,Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.27,0.23,0.0,0.06,0.56,0.23901690047049992,0.20701416938432615,0.0,0.05826890812397577,0.44468582126144574
3604,Dr. Seuss' The Cat in the Hat,PS2,2003.0,Misc,Vivendi Games,0.27,0.21,0.0,0.07,0.56,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.44468582126144574
3605,Barbie Groovy Games,GBA,2002.0,Misc,Universal Interactive,0.4,0.15,0.0,0.01,0.56,0.33647223662121295,0.1397619423751587,0.0,0.009950330853168083,0.44468582126144574
3606,Yu-Gi-Oh! Reshef of Destruction,GBA,2003.0,Strategy,Konami Digital Entertainment,0.4,0.15,0.0,0.01,0.56,0.33647223662121295,0.1397619423751587,0.0,0.009950330853168083,0.44468582126144574
3607,Blinx: The Time Sweeper,XB,2002.0,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,0.3293037471426004,0.1397619423751587,0.0,0.019802627296179712,0.44468582126144574
3608,Madagascar: Escape 2 Africa,Wii,2008.0,Action,Activision,0.32,0.18,0.0,0.05,0.56,0.2776317365982795,0.16551443847757338,0.0,0.048790164169432,0.44468582126144574
3609,Archer Maclean's Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.1,0.56,0.15700374880966478,0.2151113796169455,0.0,0.09531017980432487,0.44468582126144574
3610,ESPN NFL Football,PS2,2003.0,Sports,Sega,0.27,0.21,0.0,0.07,0.56,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.44468582126144574
3611,Fatal Fury Special,SNES,1994.0,Fighting,Takara,0.0,0.0,0.1,0.0,0.56,0.0,0.0,0.09531017980432487,0.0,0.44468582126144574
3612,Catz,DS,2006.0,Simulation,Ubisoft,0.49,0.02,0.0,0.04,0.56,0.3987761199573678,0.019802627296179712,0.0,0.039220713153281295,0.44468582126144574
3613,Major League Baseball 2K5,XB,2005.0,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56,0.41871033485818504,0.019802627296179712,0.0,0.019802627296179712,0.44468582126144574
3614,DS Bimoji Training,DS,2008.0,Misc,Nintendo,0.0,0.0,0.1,0.0,0.56,0.0,0.0,0.09531017980432487,0.0,0.44468582126144574
3615,WWE 2K15,XOne,2014.0,Sports,Take-Two Interactive,0.28,0.23,0.0,0.04,0.56,0.2468600779315258,0.20701416938432615,0.0,0.039220713153281295,0.44468582126144574
3616,Petz Catz Clan,DS,2008.0,Simulation,Ubisoft,0.48,0.04,0.0,0.04,0.56,0.3920420877760237,0.039220713153281295,0.0,0.039220713153281295,0.44468582126144574
3617,Soul Sacrifice,PSV,2013.0,Role-Playing,Sony Computer Entertainment,0.18,0.09,0.1,0.06,0.56,0.16551443847757338,0.08617769624105233,0.09531017980432487,0.05826890812397577,0.44468582126144574
3618,G-Force,DS,2009.0,Action,Disney Interactive Studios,0.27,0.23,0.0,0.06,0.56,0.23901690047049992,0.20701416938432615,0.0,0.05826890812397577,0.44468582126144574
3619,Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56,0.2151113796169455,0.23111172096338664,0.0,0.05826890812397577,0.44468582126144574
3620,Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,Codemasters,0.27,0.21,0.0,0.07,0.56,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.44468582126144574
3621,Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,0.37,0.02,0.1,0.03,0.56,0.31481073984003355,0.019802627296179712,0.09531017980432487,0.0295588022415444,0.44468582126144574
3622,Monster Jam: Path of Destruction,Wii,2010.0,Racing,Activision,0.5,0.02,0.0,0.03,0.56,0.4054651081081644,0.019802627296179712,0.0,0.0295588022415444,0.44468582126144574
3623,Rapala Tournament Fishing!,Wii,2006.0,Sports,Activision,0.51,0.0,0.0,0.04,0.56,0.412109650826833,0.0,0.0,0.039220713153281295,0.44468582126144574
3624,MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,THQ,0.27,0.21,0.0,0.07,0.56,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.44468582126144574
3625,Purr Pals,DS,2007.0,Simulation,THQ,0.18,0.275,0.0,0.02,0.56,0.16551443847757338,0.24294617861038947,0.0,0.019802627296179712,0.44468582126144574
3626,NCAA Football 07,XB,2006.0,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56,0.3506568716131694,0.11332868530700317,0.0,0.009950330853168083,0.44468582126144574
3627,God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.56,0.3293037471426004,0.07696104113612832,0.019802627296179712,0.05826890812397577,0.44468582126144574
3628,MX vs. ATV: Alive,X360,2011.0,Racing,THQ,0.37,0.14,0.0,0.05,0.56,0.31481073984003355,0.13102826240640408,0.0,0.048790164169432,0.44468582126144574
3629,Lunar: Silver Star Story Complete,PS,1998.0,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55,0.23901690047049992,0.16551443847757338,0.05826890812397577,0.039220713153281295,0.4382549309311553
3630,Dragon Ball: XenoVerse,PS3,2015.0,Fighting,Namco Bandai Games,0.15,0.2,0.1,0.07,0.55,0.1397619423751587,0.18232155679395465,0.09531017980432487,0.06765864847381481,0.4382549309311553
3631,NBA Showtime: NBA on NBC,PS,1999.0,Sports,Midway Games,0.31,0.21,0.0,0.04,0.55,0.27002713721306015,0.19062035960864973,0.0,0.039220713153281295,0.4382549309311553
3632,ZhuZhu Pets 2: Featuring The Wild Bunch,DS,2010.0,Simulation,Activision,0.41,0.11,0.0,0.04,0.55,0.3435897043900769,0.10436001532424277,0.0,0.039220713153281295,0.4382549309311553
3633,Dragon Age: Inquisition,X360,2014.0,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.55,0.3001045924503381,0.1484200051182733,0.0,0.048790164169432,0.4382549309311553
3634,Soul Reaver 2,PS2,2001.0,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.4382549309311553
3635,Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,0.34,0.01,0.1,0.06,0.55,0.29266961396282,0.009950330853168083,0.09531017980432487,0.05826890812397577,0.4382549309311553
3636,Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.35,0.13,0.0,0.08,0.55,0.3001045924503381,0.12221763272424921,0.0,0.07696104113612832,0.4382549309311553
3637,The Godfather (old US sales),XB,2006.0,Action,Electronic Arts,0.42,0.11,0.0,0.02,0.55,0.3506568716131694,0.10436001532424277,0.0,0.019802627296179712,0.4382549309311553
3638,Daytona USA,SAT,1994.0,Racing,Sega,0.0,0.0,0.1,0.0,0.55,0.0,0.0,0.09531017980432487,0.0,0.4382549309311553
3639,Harry Potter and the Deathly Hallows - Part 1,Wii,2010.0,Action,Electronic Arts,0.22,0.275,0.0,0.05,0.55,0.1988508587451652,0.24294617861038947,0.0,0.048790164169432,0.4382549309311553
3640,Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.24,0.22,0.0,0.09,0.55,0.2151113796169455,0.1988508587451652,0.0,0.08617769624105233,0.4382549309311553
3641,WWF Raw,XB,2002.0,Fighting,THQ,0.4,0.13,0.0,0.02,0.55,0.33647223662121295,0.12221763272424921,0.0,0.019802627296179712,0.4382549309311553
3642,Shin Super Robot Taisen,PS,1996.0,Role-Playing,Banpresto,0.0,0.0,0.1,0.04,0.55,0.0,0.0,0.09531017980432487,0.039220713153281295,0.4382549309311553
3643,Jump Super Stars,DS,2005.0,Fighting,Nintendo,0.0,0.0,0.1,0.0,0.55,0.0,0.0,0.09531017980432487,0.0,0.4382549309311553
3644,Legends of WrestleMania,PS3,2009.0,Fighting,THQ,0.3,0.17,0.0,0.07,0.55,0.262364264467491,0.15700374880966478,0.0,0.06765864847381481,0.4382549309311553
3645,The Activision Decathlon,2600,1982.0,Sports,Activision,0.52,0.03,0.0,0.01,0.55,0.41871033485818504,0.0295588022415444,0.0,0.009950330853168083,0.4382549309311553
3646,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001.0,Shooter,D3Publisher,0.31,0.21,0.0,0.04,0.55,0.27002713721306015,0.19062035960864973,0.0,0.039220713153281295,0.4382549309311553
3647,50 Classic Games,DS,2009.0,Misc,Destineer,0.52,0.0,0.0,0.04,0.55,0.41871033485818504,0.0,0.0,0.039220713153281295,0.4382549309311553
3648,Fighting Force 2,PS,1999.0,Action,Eidos Interactive,0.31,0.21,0.0,0.04,0.55,0.27002713721306015,0.19062035960864973,0.0,0.039220713153281295,0.4382549309311553
3649,Sakura Wars,SAT,1996.0,Adventure,Sega,0.0,0.0,0.1,0.0,0.55,0.0,0.0,0.09531017980432487,0.0,0.4382549309311553
3650,Yokai Sangokushi,3DS,2016.0,Action,Level 5,0.0,0.0,0.1,0.0,0.55,0.0,0.0,0.09531017980432487,0.0,0.4382549309311553
3651,Extermination,PS2,2001.0,Action,Sony Computer Entertainment,0.21,0.16,0.1,0.05,0.55,0.19062035960864973,0.1484200051182733,0.09531017980432487,0.048790164169432,0.4382549309311553
3652,Batman: Vengeance,PS2,2001.0,Adventure,Ubisoft,0.27,0.21,0.0,0.07,0.55,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.4382549309311553
3653,Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,0.29,0.15,0.04,0.07,0.55,0.2546422183735807,0.1397619423751587,0.039220713153281295,0.06765864847381481,0.4382549309311553
3654,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55,0.2776317365982795,0.1484200051182733,0.0295588022415444,0.048790164169432,0.4382549309311553
3655,TMNT,X360,2007.0,Action,Ubisoft,0.47,0.04,0.0,0.04,0.55,0.3852624007906449,0.039220713153281295,0.0,0.039220713153281295,0.4382549309311553
3656,F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55,0.16551443847757338,0.23901690047049992,0.0,0.09531017980432487,0.4382549309311553
3657,Secret Agent Clank(US sales),PSP,2008.0,Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55,0.2851789422336624,0.1988508587451652,0.0,0.0,0.4382549309311553
3658,Assassin's Creed: Unity,PC,2014.0,Action,Ubisoft,0.17,0.275,0.0,0.05,0.55,0.15700374880966478,0.24294617861038947,0.0,0.048790164169432,0.4382549309311553
3659,Derby Stallion 04,PS2,2004.0,Sports,Enterbrain,0.0,0.0,0.1,0.0,0.55,0.0,0.0,0.09531017980432487,0.0,0.4382549309311553
3660,NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55,0.4054651081081644,0.009950330853168083,0.0,0.048790164169432,0.4382549309311553
3661,Barbie Horse Adventures: Riding Camp,DS,2008.0,Sports,Activision,0.51,0.0,0.0,0.04,0.55,0.412109650826833,0.0,0.0,0.039220713153281295,0.4382549309311553
3662,CrossworDS,DS,2008.0,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55,0.412109650826833,0.0,0.0,0.039220713153281295,0.4382549309311553
3663,Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.0,0.02,0.55,0.29266961396282,0.16551443847757338,0.0,0.019802627296179712,0.4382549309311553
3664,Mega Man Zero,GBA,2002.0,Platform,Capcom,0.22,0.08,0.1,0.01,0.55,0.1988508587451652,0.07696104113612832,0.09531017980432487,0.009950330853168083,0.4382549309311553
3665,Contender 2,PS,2000.0,Fighting,3DO,0.31,0.21,0.0,0.04,0.55,0.27002713721306015,0.19062035960864973,0.0,0.039220713153281295,0.4382549309311553
3666,The Amazing Spider-Man 2 (2014),PS4,2014.0,Action,Activision,0.2,0.25,0.02,0.09,0.55,0.18232155679395465,0.22314355131420976,0.019802627296179712,0.08617769624105233,0.4382549309311553
3667,Star Wars: Dark Forces,PS,1996.0,Shooter,LucasArts,0.31,0.21,0.0,0.04,0.55,0.27002713721306015,0.19062035960864973,0.0,0.039220713153281295,0.4382549309311553
3668,SD Gundam G Generation Zero,PS,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.04,0.55,0.0,0.0,0.09531017980432487,0.039220713153281295,0.4382549309311553
3669,Super Robot Taisen F,SAT,1997.0,Strategy,Banpresto,0.0,0.0,0.1,0.0,0.55,0.0,0.0,0.09531017980432487,0.0,0.4382549309311553
3670,Shrek 2,XB,2004.0,Platform,Activision,0.4,0.13,0.0,0.02,0.55,0.33647223662121295,0.12221763272424921,0.0,0.019802627296179712,0.4382549309311553
3671,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002.0,Sports,Sega,0.0,0.0,0.1,0.0,0.55,0.0,0.0,0.09531017980432487,0.0,0.4382549309311553
3672,Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08,0.55,0.16551443847757338,0.19062035960864973,0.06765864847381481,0.07696104113612832,0.4382549309311553
3673,SpongeBob SquarePants: SuperSponge,GBA,2001.0,Action,THQ,0.39,0.15,0.0,0.01,0.55,0.3293037471426004,0.1397619423751587,0.0,0.009950330853168083,0.4382549309311553
3674,Super Robot Taisen F Kanketsuhen,SAT,1998.0,Strategy,Banpresto,0.0,0.0,0.1,0.0,0.55,0.0,0.0,0.09531017980432487,0.0,0.4382549309311553
3675,Enslaved: Odyssey to the West,X360,2010.0,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.55,0.262364264467491,0.17395330712343804,0.0,0.048790164169432,0.4382549309311553
3676,Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.31,0.0,0.1,0.03,0.55,0.27002713721306015,0.0,0.09531017980432487,0.0295588022415444,0.4382549309311553
3677,Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.49,0.02,0.0,0.04,0.55,0.3987761199573678,0.019802627296179712,0.0,0.039220713153281295,0.4382549309311553
3678,Tak and the Power of Juju,GBA,2003.0,Platform,THQ,0.39,0.15,0.0,0.01,0.55,0.3293037471426004,0.1397619423751587,0.0,0.009950330853168083,0.4382549309311553
3679,Dynasty Warriors: Gundam 3,PS3,2010.0,Action,Tecmo Koei,0.11,0.05,0.1,0.02,0.55,0.10436001532424277,0.048790164169432,0.09531017980432487,0.019802627296179712,0.4382549309311553
3680,Mortal Kombat 3,PS,1995.0,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55,0.2546422183735807,0.18232155679395465,0.019802627296179712,0.039220713153281295,0.4382549309311553
3681,Turok: Evolution,XB,2002.0,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55,0.3293037471426004,0.13102826240640408,0.0,0.019802627296179712,0.4382549309311553
3682,Jak X: Combat Racing,PS2,2005.0,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55,0.37156355643248307,0.019802627296179712,0.0,0.06765864847381481,0.4382549309311553
3683,Metro 2033,X360,2010.0,Shooter,THQ,0.22,0.24,0.03,0.05,0.55,0.1988508587451652,0.2151113796169455,0.0295588022415444,0.048790164169432,0.4382549309311553
3684,Are You Smarter than a 5th Grader? Make the Grade,Wii,2008.0,Misc,THQ,0.51,0.0,0.0,0.04,0.55,0.412109650826833,0.0,0.0,0.039220713153281295,0.4382549309311553
3685,American Idol,PS2,2003.0,Misc,Codemasters,0.27,0.21,0.0,0.07,0.55,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.4382549309311553
3686,Top Gun: Fire at Will!,PS,1996.0,Misc,Microprose,0.3,0.21,0.0,0.04,0.55,0.262364264467491,0.19062035960864973,0.0,0.039220713153281295,0.4382549309311553
3687,Red Dead Revolver,XB,2004.0,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55,0.33647223662121295,0.11332868530700317,0.0,0.019802627296179712,0.4382549309311553
3688,Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,Atari,0.26,0.08,0.1,0.07,0.55,0.23111172096338664,0.07696104113612832,0.09531017980432487,0.06765864847381481,0.4382549309311553
3689,LEGO The Hobbit,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.12,0.275,0.0,0.1,0.54,0.11332868530700317,0.24294617861038947,0.0,0.09531017980432487,0.43178241642553783
3690,Iron Man,PS2,2008.0,Action,Sega,0.36,0.0,0.0,0.1,0.54,0.3074846997479606,0.0,0.0,0.09531017980432487,0.43178241642553783
3691,SingStar Summer Party,PS2,2008.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.1,0.54,0.0,0.05826890812397577,0.0,0.09531017980432487,0.43178241642553783
3692,Tiger Woods PGA Tour 08,X360,2007.0,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54,0.3987761199573678,0.019802627296179712,0.0,0.039220713153281295,0.43178241642553783
3693,NBA Live 10,PS3,2009.0,Sports,Electronic Arts,0.46,0.03,0.01,0.05,0.54,0.3784364357202451,0.0295588022415444,0.009950330853168083,0.048790164169432,0.43178241642553783
3694,The SpongeBob SquarePants Movie,XB,2004.0,Platform,THQ,0.4,0.12,0.0,0.02,0.54,0.33647223662121295,0.11332868530700317,0.0,0.019802627296179712,0.43178241642553783
3695,FIFA Soccer 07,XB,2006.0,Sports,Electronic Arts,0.16,0.275,0.0,0.04,0.54,0.1484200051182733,0.24294617861038947,0.0,0.039220713153281295,0.43178241642553783
3696,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,2000.0,Sports,SquareSoft,0.0,0.0,0.1,0.0,0.54,0.0,0.0,0.09531017980432487,0.0,0.43178241642553783
3697,Medarot 2: Kabuto / Kuwagata Version,GB,1999.0,Role-Playing,Imagineer,0.0,0.0,0.1,0.0,0.54,0.0,0.0,0.09531017980432487,0.0,0.43178241642553783
3698,Excite Truck,Wii,2006.0,Racing,Nintendo,0.4,0.03,0.08,0.04,0.54,0.33647223662121295,0.0295588022415444,0.07696104113612832,0.039220713153281295,0.43178241642553783
3699,Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,Deep Silver,0.29,0.17,0.04,0.05,0.54,0.2546422183735807,0.15700374880966478,0.039220713153281295,0.048790164169432,0.43178241642553783
3700,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008.0,Racing,System 3 Arcade Software,0.07,0.275,0.0,0.07,0.54,0.06765864847381481,0.24294617861038947,0.0,0.06765864847381481,0.43178241642553783
3701,Dance Dance Revolution Ultramix,XB,2003.0,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,0.3506568716131694,0.10436001532424277,0.0,0.019802627296179712,0.43178241642553783
3702,ModNation Racers,PSP,2010.0,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.1,0.54,0.10436001532424277,0.23901690047049992,0.019802627296179712,0.09531017980432487,0.43178241642553783
3703,Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54,0.23901690047049992,0.19062035960864973,0.0,0.06765864847381481,0.43178241642553783
3704,Two Worlds II,X360,2011.0,Role-Playing,Unknown,0.4,0.08,0.03,0.04,0.54,0.33647223662121295,0.07696104113612832,0.0295588022415444,0.039220713153281295,0.43178241642553783
3705,Sonic & All-Stars Racing Transformed,PS3,2012.0,Racing,Sega,0.08,0.275,0.01,0.1,0.54,0.07696104113612832,0.24294617861038947,0.009950330853168083,0.09531017980432487,0.43178241642553783
3706,Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,0.25,0.2,0.0,0.08,0.54,0.22314355131420976,0.18232155679395465,0.0,0.07696104113612832,0.43178241642553783
3707,Front Mission 4,PS2,2003.0,Strategy,Square Enix,0.14,0.11,0.1,0.04,0.54,0.13102826240640408,0.10436001532424277,0.09531017980432487,0.039220713153281295,0.43178241642553783
3708,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003.0,Platform,THQ,0.39,0.14,0.0,0.01,0.54,0.3293037471426004,0.13102826240640408,0.0,0.009950330853168083,0.43178241642553783
3709,LEGO Dimensions,PS3,2015.0,Action,Warner Bros. Interactive Entertainment,0.15,0.275,0.0,0.09,0.54,0.1397619423751587,0.24294617861038947,0.0,0.08617769624105233,0.43178241642553783
3710,Inazuma Eleven,DS,2008.0,Role-Playing,Nintendo,0.0,0.14,0.1,0.02,0.54,0.0,0.13102826240640408,0.09531017980432487,0.019802627296179712,0.43178241642553783
3711,Ninokuni: Shikkoku no Madoushi,DS,2010.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.54,0.0,0.0,0.09531017980432487,0.0,0.43178241642553783
3712,Minecraft: Story Mode,XOne,2015.0,Adventure,Mojang,0.29,0.21,0.0,0.05,0.54,0.2546422183735807,0.19062035960864973,0.0,0.048790164169432,0.43178241642553783
3713,Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,0.13,0.24,0.1,0.07,0.54,0.12221763272424921,0.2151113796169455,0.09531017980432487,0.06765864847381481,0.43178241642553783
3714,Manhunt 2,Wii,2007.0,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54,0.22314355131420976,0.20701416938432615,0.0,0.05826890812397577,0.43178241642553783
3715,SRS: Street Racing Syndicate,PS2,2004.0,Racing,Namco Bandai Games,0.26,0.21,0.0,0.07,0.54,0.23111172096338664,0.19062035960864973,0.0,0.06765864847381481,0.43178241642553783
3716,Despicable Me: The Game - Minion Mayhem,DS,2010.0,Puzzle,D3Publisher,0.42,0.09,0.0,0.04,0.54,0.3506568716131694,0.08617769624105233,0.0,0.039220713153281295,0.43178241642553783
3717,Def Jam: Fight for NY,XB,,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.54,0.35767444427181594,0.09531017980432487,0.0,0.019802627296179712,0.43178241642553783
3718,Action Force,2600,1982.0,Action,CPG Products,0.5,0.03,0.0,0.01,0.54,0.4054651081081644,0.0295588022415444,0.0,0.009950330853168083,0.43178241642553783
3719,Gauntlet Legends,N64,1999.0,Action,Midway Games,0.43,0.1,0.0,0.01,0.54,0.35767444427181594,0.09531017980432487,0.0,0.009950330853168083,0.43178241642553783
3720,FIFA 99,N64,1998.0,Sports,Electronic Arts,0.11,0.275,0.0,0.03,0.54,0.10436001532424277,0.24294617861038947,0.0,0.0295588022415444,0.43178241642553783
3721,Kidou Senshi Gundam: Extreme VS,PS3,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.0,0.54,0.0,0.0,0.09531017980432487,0.0,0.43178241642553783
3722,Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,0.3293037471426004,0.09531017980432487,0.009950330853168083,0.039220713153281295,0.43178241642553783
3723,Tales of Symphonia,PS3,2013.0,Role-Playing,Namco Bandai Games,0.21,0.13,0.1,0.06,0.54,0.19062035960864973,0.12221763272424921,0.09531017980432487,0.05826890812397577,0.43178241642553783
3724,Bust A Groove,PS,1998.0,Misc,Sony Computer Entertainment,0.09,0.06,0.1,0.04,0.54,0.08617769624105233,0.05826890812397577,0.09531017980432487,0.039220713153281295,0.43178241642553783
3725,Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.29,0.08,0.1,0.01,0.54,0.2546422183735807,0.07696104113612832,0.09531017980432487,0.009950330853168083,0.43178241642553783
3726,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002.0,Role-Playing,Enix Corporation,0.0,0.0,0.1,0.0,0.54,0.0,0.0,0.09531017980432487,0.0,0.43178241642553783
3727,Let's Draw!,DS,2008.0,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54,0.2151113796169455,0.20701416938432615,0.0,0.05826890812397577,0.43178241642553783
3728,Pachi-Slot Aruze Oukoku 2,PS,1999.0,Misc,Aruze Corp,0.0,0.0,0.1,0.04,0.54,0.0,0.0,0.09531017980432487,0.039220713153281295,0.43178241642553783
3729,NHL 14,X360,2013.0,Sports,Electronic Arts,0.4,0.1,0.0,0.04,0.54,0.33647223662121295,0.09531017980432487,0.0,0.039220713153281295,0.43178241642553783
3730,Valkyria Chronicles II,PSP,2010.0,Role-Playing,Sega,0.12,0.16,0.1,0.09,0.54,0.11332868530700317,0.1484200051182733,0.09531017980432487,0.08617769624105233,0.43178241642553783
